,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,497.1159002886669,390.767089248285,11.218404831354867,0.0,0.0,0.0
std,109.04179798183809,118.70871873576193,2.7345263959755437,0.0,0.0,0.0
