,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,546.3111888936751,454.5746915491615,12.751339284344732,0.0,0.0,0.0
std,145.31429163790168,155.26432260226466,3.779876156629724,0.0,0.0,0.0
