True,Pred
2822,3957.2415
2850,3955.934
2634,3986.933
2734,3998.388
2810,4008.2812
2925,4018.3145
2970,4025.7847
2739,4031.9307
2718,4037.092
3098,4041.2896
3416,4044.7373
3721,4047.5754
3608,4049.9043
3475,4051.817
3384,4053.3877
3668,4054.6775
3624,4055.7368
3518,4056.6067
3695,4057.3206
3745,4057.9067
4044,4058.3884
4332,4058.784
4006,4059.1086
4252,4059.3755
4056,4059.5945
4129,4059.7742
3950,4059.9216
3980,4060.043
4000,4060.1426
4022,4060.2239
3832,4060.2908
3820,4060.3462
4017,4060.3909
4008,4060.4282
3671,4060.4587
4155,4060.484
3922,4060.5042
4079,4060.5212
4063,4060.5352
4085,4060.5466
4061,4060.5554
3882,4060.5637
3999,4060.5698
3692,4060.575
3976,4060.579
