True,Pred
2822,3951.304
2850,3963.3918
2634,3999.0608
2734,4016.5105
2810,4034.5225
2925,4051.6787
2970,4066.3003
2739,4079.525
2718,4091.3855
3098,4101.948
3416,4111.39
3721,4119.8223
3608,4127.3467
3475,4134.062
3384,4140.0527
3668,4145.3955
3624,4150.16
3518,4154.4087
3695,4158.196
3745,4161.5713
4044,4164.5796
4332,4167.2607
4006,4169.65
4252,4171.778
4056,4173.674
4129,4175.3633
3950,4176.868
3980,4178.208
4000,4179.402
4022,4180.4653
3832,4181.412
3820,4182.255
4017,4183.006
4008,4183.6743
3671,4184.27
4155,4184.8003
3922,4185.2725
4079,4185.6934
4063,4186.0674
4085,4186.401
4061,4186.6978
3882,4186.962
3999,4187.1973
3692,4187.4067
3976,4187.5933
