,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,1413.2649758885307,1295.967162068685,34.584632487601034,0.0,0.0,0.0
std,1054.6972869199656,997.369833192817,25.7470696698315,0.0,0.0,0.0
