,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,703.8940216473046,633.3058854906488,11.096436304763056,0.0,0.0,0.0
std,476.85302555837865,487.2365451463194,8.544107799635944,0.0,0.0,0.0
