,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,1088.7512549642663,965.770110586661,26.297470575641103,0.0,0.0,0.0
std,384.0615923783055,351.6976023225716,8.669185353653779,0.0,0.0,0.0
