,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,559.6239316296254,446.7832873987268,13.485544023840482,0.0,0.0,0.0
std,80.63115567052802,75.68056535404213,2.039682973086539,0.0,0.0,0.0
