,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,532.9198590244088,423.2236913665523,12.27933672992956,0.0,0.0,0.0
std,91.71433087396542,102.51279727049732,2.674840650854519,0.0,0.0,0.0
