,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,157725138.90103775,42017978.27416992,1075113.2580030158,0.0,0.0,0.0
std,656259874.2407683,166121170.24119186,4251333.54436167,0.0,0.0,0.0
