,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,847.3906991020065,781.3995758056641,21.908436731651985,0.0,0.0,0.0
std,193.01225771887522,215.7671947376473,5.611600200802655,0.0,0.0,0.0
