,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,530.4528436289218,421.28275632780736,12.256071952297257,0.0,0.0,0.0
std,182.15814662822658,192.05388344389567,5.132319849714699,0.0,0.0,0.0
