,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,477.5077850683641,380.88603932450457,10.948301007018186,0.0,0.0,0.0
std,77.80054289086365,79.78241027390342,1.939477459041243,0.0,0.0,0.0
