,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,465.52698523890894,364.5699200886051,10.570221762705717,0.0,0.0,0.0
std,73.55647566912774,76.55188096092546,1.8434610736234154,0.0,0.0,0.0
