,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,1307.3771781280282,1234.170718904821,33.85309763364686,0.0,0.0,0.0
std,1161.8046263047916,1188.9743075264844,32.45268767890186,0.0,0.0,0.0
