,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,1162.1930953520402,1085.5567545572917,30.66449202112886,0.0,0.0,0.0
std,770.0379782054033,735.0033736288113,19.064787229195375,0.0,0.0,0.0
