,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,409.4727251119666,336.862742053953,9.296150216951201,0.0,0.0,0.0
std,38.02334737845466,49.49850347158911,1.0980916485974463,0.0,0.0,0.0
