,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,799.0634469351496,726.2273895193342,20.551461951956963,0.0,0.0,0.0
std,1.156303432516342e-13,3.4689102975490264e-13,3.613448226613569e-15,0.0,0.0,0.0
