,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,798.0557624737012,684.5396469234495,20.396198390025216,0.0,0.0,0.0
std,212.6034387263688,247.67387145535756,6.843023084440957,0.0,0.0,0.0
