,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,963.8394261050511,855.1053135850696,24.77579167501514,0.0,0.0,0.0
std,1723.0775830395403,1741.2182937094497,48.966874080868024,0.0,0.0,0.0
