,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,8534003761.098838,2666058112.5363975,68159274.82348219,0.0,0.0,0.0
std,46742647241.0904,14602585574.74233,373323282.39007777,0.0,0.0,0.0
