,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,639.6666102612785,580.5113061966824,15.711751448601284,0.0,0.0,0.0
std,1.156303432516342e-13,1.156303432516342e-13,5.420172339920354e-15,0.0,0.0,0.0
