,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,2301356384.5902686,615427520.3169022,15768299.27338194,0.0,0.0,0.0
std,12565243671.19337,3356473585.781039,85999682.87631203,0.0,0.0,0.0
