,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,275.36164607045794,220.86439985795457,3.990499147415411,0.0,0.0,0.0
std,0.8816482354361027,0.47640303889404406,0.012163764398234352,0.0,0.0,0.0
