,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,571.9076896874057,489.5867056497713,13.55400666644173,0.0,0.0,0.0
std,258.4706672578623,265.4580513010641,6.735260115962975,0.0,0.0,0.0
