,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,1028.6734048444844,961.0302927652995,27.577550656191193,0.0,0.0,0.0
std,701.5562972953888,693.7532720874138,18.32935315596414,0.0,0.0,0.0
