,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,1169.6575007592696,1081.5160475816185,29.75569766544229,0.0,0.0,0.0
std,1039.0199403329095,950.6854127612454,24.494046252168438,0.0,0.0,0.0
