,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,520.31099122235,423.78700466579863,12.647674082177964,0.0,0.0,0.0
std,41.46826632934638,48.28401153800208,0.939018183434818,0.0,0.0,0.0
