,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,495.7388820136696,406.1091999282186,11.364110007195626,0.0,0.0,0.0
std,110.33609311132889,118.01003243817614,3.0954104286273845,0.0,0.0,0.0
