,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,3067.6084842851096,2897.4194346110025,78.04330905569117,0.0,0.0,0.0
std,1150.704007550046,1084.2075630505576,28.951049886836262,0.0,0.0,0.0
