,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,514.9654102166143,435.16599573206014,12.761620586264943,0.0,0.0,0.0
std,42.758259462764435,46.75431028223947,1.0184967933338391,0.0,0.0,0.0
