,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,46662174952.967186,12877624193.069624,329950718.8478365,0.0,0.0,0.0
std,255579237569.54553,70533633568.30678,1807214013.2304568,0.0,0.0,0.0
