,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,266.46233749395714,214.69484420687135,3.8667119355095023,0.0,0.0,0.0
std,0.8889277755317074,0.27600426363847436,0.0058143488225718696,0.0,0.0,0.0
