,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,459.2583907548214,366.4305015107505,10.33380453885172,0.0,0.0,0.0
std,90.20792080693539,97.64694021881972,2.555811042029499,0.0,0.0,0.0
