,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,581.2337095774575,480.4423374204282,14.026734412769773,0.0,0.0,0.0
std,141.3961150498129,144.08392831313313,3.214247517209599,0.0,0.0,0.0
