,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,630.3172814382541,530.7482460828334,14.906168005017655,0.0,0.0,0.0
std,539.0418112685871,555.6431093589259,14.62357512649833,0.0,0.0,0.0
