,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,434.4727389274541,355.0847195757114,10.107816016300989,0.0,0.0,0.0
std,16.840670782276902,30.276960397048462,0.5886566302788055,0.0,0.0,0.0
