,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,638.2724562436066,543.0922980579903,15.50284750612647,0.0,0.0,0.0
std,427.1643035169577,442.0387667661418,12.23290168675126,0.0,0.0,0.0
