,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,991.9669022985074,898.3264315682869,25.616821613234013,0.0,0.0,0.0
std,1510.7509945000736,1526.7588592129914,42.20288319571422,0.0,0.0,0.0
