,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,325.01406317072207,242.73877367424242,4.27619851962868,0.0,0.0,0.0
std,7.433022670858956,5.701439406400189,0.0996687927482923,0.0,0.0,0.0
