,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,492.61504301124353,399.89526208396853,11.464382507946123,0.0,0.0,0.0
std,114.78965037701667,117.58785806254839,3.1513129134045417,0.0,0.0,0.0
