,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,404.38523639074316,274.0757528712607,8.214199058446178,0.0,0.0,0.0
std,1.3117110211401686,0.49635514339825954,0.009236140717252666,0.0,0.0,0.0
