,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,300.7247198217364,230.97426386604533,4.1103193663363475,0.0,0.0,0.0
std,6.034533329702813,4.079778068327353,0.07084147007408971,0.0,0.0,0.0
