,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,38805413.78611718,12265337.19758911,313871.6531430876,0.0,0.0,0.0
std,212525678.59633714,67160565.76767124,1718633.7078391314,0.0,0.0,0.0
