,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,inf,1.2452200815012786e+19,3.1856894152839846e+17,0.0,0.0,0.0
std,,6.820351276966716e+19,1.7448739539564808e+18,0.0,0.0,0.0
