,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,988.787019650276,882.9491981655941,15.235252285642442,0.0,0.0,0.0
std,390.5821488572288,401.16929780366,6.912199166411857,0.0,0.0,0.0
