,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,572.4426641945685,484.8080427155672,13.973537840931298,0.0,0.0,0.0
std,110.97590439686002,122.55573092080232,2.6218728809068415,0.0,0.0,0.0
