,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,1854.0294240156627,1771.4202640688516,48.54291818654663,0.0,0.0,0.0
std,4343.274253486639,4364.979540409444,118.68113612619157,0.0,0.0,0.0
