,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,505.8482635572615,406.88815429687503,12.280298694955645,0.0,0.0,0.0
std,20.19868226577917,23.624081657934198,0.3485665897395123,0.0,0.0,0.0
