,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,7160.2485146098425,4680.337545776367,124.06213329180731,0.0,0.0,0.0
std,16914.809656072077,4803.678021715131,119.28591834555131,0.0,0.0,0.0
