seed_idx,seed,trial,trial_seed,train_rmse,train_mae,train_mape,train_pi_coverage,test_rmse,test_mae,test_mape,test_pi_coverage
100,100042,0,100042,265.41359703419334,206.9072504978554,5.42616246778227,94.11764705882352,1215.8240413286544,1010.7325439453125,16.33262306675066,75.0
100,100042,1,100043,285.38842629234557,231.50019626991423,6.068994486018502,98.0392156862745,1284.9343447752497,1103.7150065104167,17.95825514656419,58.333333333333336
100,100042,2,100044,284.4519817967396,223.16108015471815,5.805023617190313,92.15686274509804,1333.466202194785,1114.9902750651042,17.962766890994434,66.66666666666666
100,100042,3,100045,317.1074157378934,262.5140165441176,6.885681884675305,98.0392156862745,1239.9379831389626,1055.2447509765625,17.144531458734882,58.333333333333336
100,100042,4,100046,294.6541184145847,240.5825913373162,6.301509857972413,94.11764705882352,1315.93213293729,1140.582763671875,18.600242568543294,58.333333333333336
100,100042,5,100047,314.46818800666153,257.8989640778186,6.759806883597062,98.0392156862745,1271.1751198834793,1089.8400065104167,17.73688480511398,58.333333333333336
100,100042,6,100048,283.9845354127723,221.2755438112745,5.781348697022547,92.15686274509804,1140.8229353459196,921.9944661458334,14.79831545136351,75.0
100,100042,7,100049,285.8895967207499,229.2448538985907,5.9698540953999535,94.11764705882352,1443.5957645940268,1294.0088297526042,21.29448240671533,58.333333333333336
100,100042,8,100050,288.1455682770192,234.49951171875,6.147877730339175,94.11764705882352,1299.7801288313551,1120.6266682942708,18.248523499690652,58.333333333333336
100,100042,9,100051,308.79393151098225,254.28498870251227,6.666040339765988,98.0392156862745,1296.7834737649496,1120.0855712890625,18.251767833742264,58.333333333333336
101,101042,0,101042,294.620564466826,239.96294328278185,6.284032930056678,98.0392156862745,1277.4906832020195,1096.0461018880208,17.82985824324151,58.333333333333336
101,101042,1,101043,270.87830232328497,214.4565860523897,5.62432168552851,96.07843137254902,1262.1754844883894,1073.0136311848958,17.411572249381123,58.333333333333336
101,101042,2,101044,272.34205608872986,219.57555912990196,5.739627836754497,94.11764705882352,1347.970483118882,1173.748779296875,19.155756571548757,58.333333333333336
