True,Pred
2822,1156.6909
2850,348.4413
2634,130.9201
2734,37.29789
2810,20.025484
2925,40.767384
2970,12.827788
2739,10.929242
2718,11.871593
3098,4.952696
3416,4.1563034
3721,3.2895331
3608,1.9706775
3475,1.5941468
3384,1.2614801
3668,0.99562573
3624,0.88410366
3518,0.8031442
3695,0.7528106
3745,0.7286508
4044,0.7130351
4332,0.70387185
4006,0.69898224
4252,0.6959914
4056,0.6942682
4129,0.6933055
3950,0.69273365
3980,0.6924052
4000,0.69221807
4022,0.69210875
3832,0.6920457
3820,0.69200957
4017,0.69198847
4008,0.69197655
3671,0.6919695
4155,0.69196546
3922,0.6919632
4079,0.6919619
4063,0.69196105
4085,0.6919606
4061,0.69196033
3882,0.6919601
3999,0.69196
3692,0.69196
3976,0.69196
