,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,458.29300935594335,363.85641335588156,10.482113114819441,0.0,0.0,0.0
std,47.95479389208682,54.06711086049021,1.279532596283034,0.0,0.0,0.0
