,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,603.301308538585,509.5498681640626,14.593205002383705,0.0,0.0,0.0
std,134.5563955079452,134.40568598947831,2.938173826916817,0.0,0.0,0.0
