,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,605.181525853648,510.11273636429394,14.730990149688528,0.0,0.0,0.0
std,151.93388291972963,144.77428906234846,3.495096983713133,0.0,0.0,0.0
