,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,1916.8743110993964,1320.825723031851,33.88378415030245,0.0,0.0,0.0
std,3882.3675567056034,961.9085175692439,24.16657537316525,0.0,0.0,0.0
