,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,505.7198822326805,400.66784310689786,11.607091218362848,0.0,0.0,0.0
std,77.75945379321259,91.31747293484214,2.3203894057000327,0.0,0.0,0.0
