,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,455.03864648464236,350.94278356040405,10.238775735192538,0.0,0.0,0.0
std,42.08211961172783,47.661541325416465,1.0304555919063116,0.0,0.0,0.0
