,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,582.5138638226059,490.17912000868057,14.25254157681282,0.0,0.0,0.0
std,103.73089887312777,105.07305569712886,2.5759264926910865,0.0,0.0,0.0
