,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,1075.4911018784956,980.4525974358454,27.629825052447018,0.0,0.0,0.0
std,1309.6580088804167,1327.9354601373823,36.36696011136357,0.0,0.0,0.0
