,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,273364086.73900753,95721968.01401469,2445288.3096960247,0.0,0.0,0.0
std,1432165496.0549974,498403670.73314,12733688.479294553,0.0,0.0,0.0
