,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,547.2652642197079,452.3163139529344,12.876846068804221,0.0,0.0,0.0
std,148.62896775097067,154.76730530068525,4.238819092222846,0.0,0.0,0.0
