,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,546.607747874815,438.21378739519815,12.785359779528086,0.0,0.0,0.0
std,211.1823443848589,219.83500752772358,6.139922409839412,0.0,0.0,0.0
