,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,460.29144374028726,362.70741750825704,10.468011354813006,0.0,0.0,0.0
std,75.36678116892756,80.30712055362369,1.8800954710022926,0.0,0.0,0.0
